,DISTB_PD,ENTRPS,PRDUCT,브랜드명,제품명,이미지링크,REGIST_DT,STTEMNT_NO,SUNGSANG,index
20643,제조일로부터 4년까지,(주)일화,크라운농축액(Crown Extract),,,,20150522,2.00E+12,"고유의 향미를 가지며 이미, 이취가 없는 흑갈색의 유동성 액체",20644
20644,제조일로부터 24개월,씨엔에이바이오텍(주),크라운뉴트라조인트SP,,,,20150522,2.01E+12,연갈색의 코팅정제,20645
20645,제조일로부터 24개월,엠에스바이오텍(주),크랜베리맛 비타민C,,,,20150522,2.00E+13,"붉은색의 정제로서 이미, 이취가 없음",20646
20646,제조일로부터 18개월,콜마비앤에이치(주)푸디팜사업부문,크랜베리어,,,,20150522,2.01E+13,흰색분말을 포함하는 적자색의 원형정제,20647
20647,제조일로부터 18개월,주식회사 노바렉스,크랜베리에 빠진 유산균,,,,20190705,2.00E+14,자주색과 흰색의 분말,20648
20648,제조일로부터 2년,주식회사 노바렉스,크랜베리요로케어(Cranberry Urinary Tract Care),,,,20150522,2.00E+14,적자색의 흰색점박이가 있는 분말,20649
20649,제조일부터 24 개월,네이처퓨어코리아(주),크랜베리프로,,,,20170613,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 탁한 빨간색 분말을 함유한 투명 경질 캡슐",20650
20650,24개월,(주)파시코,크레아틴,,,,20150522,2.00E+12,백색 혹은 미색 분말,20651
20651,제조일로 부터 24개월,스포맥스,크레아틴,,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 백색의 분말 .",20652
20652,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,크레아틴,,,,20150522,2.01E+13,백색 또는 미백색의 분말이든 미황색 경질캅셀,20653
20653,제조일로부터 24개월,(주)한국씨엔에스팜,크레아틴,,,,20150618,2.00E+14,백색 또는 미백색의 내용물을 함유한 미황색의 경질캡슐,20654
20654,제조일로부터 24개월,스포츠바이오텍,크레아틴,,,,20170512,2.01E+12,백색의 분말이든 미황색의 경질캡슐,20655
20655,제조일로부터 2년,주식회사 노바렉스,크레아틴 플러스 이엑스(Creatine Plus Ex),,,,20150522,2.00E+14,미색의 장방형 코팅정제,20656
20656,제조일로부터 2년,주식회사 노바렉스,크레아틴(Creatine),,,,20150522,2.00E+13,"이미, 이취가 없는 백색분말을 내용물로 한 미황색 경질캅셀",20657
20657,제조일로부터 24개월,스포츠바이오텍,크레아틴3000 에너지부스트,,,,20170504,2.01E+11,백색 또는 미백색의 분말,20658
20658,24개월,이원바이오,크레아틴원,,,,20150522,2.01E+12,이미 이취가 없고 고유의 향미가 있는 흰색분말,20659
20659,제조일로 부터 24개월,스포맥스,크레아틴캡슐,,,,20150522,2.00E+12,"이미, 이취가 없고 고유의 향미가 있는 백색의 분말을 함유한 미황색의 경질캡슐 .",20660
20660,제조일로부터 24개월까지,코스맥스엔비티(주),크레이지 가르시니아 다이어트,,,,20150522,2.01E+13,미황색의 정제,20661
20661,제조일로부터 24개월,콜마비앤에이치(주)푸디팜사업부문,크로다오메가,,,,20150522,2.01E+13,무색~미황색의 투명한 내용물이 든 투명한 타원형 연질캡슐,20662
20662,제조일로부터 24개월,(주)유유헬스케어,크롬-씬(Chrome-cin),,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 분말을 함유한 적갈색의 경질캡슐",20663
20663,24개월,이원바이오,크리오투비 니트록스,,,,20150522,2.01E+12,이미 이취가 없고 고유의 향미가 있는 옅은미색 또는 옅은보라색분말,20664
20664,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,크리티칼 다이어트 부스터,,,,20190718,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 황회색의 제피정제",20665
20665,제조일로부터 24개월,(주) 미누스토리,크리티컬 오일 다이어트 빨강이,,,,20190920,2.02E+12,이미 이취가 없고 고유의 향미가 있는 빨간색의 내용물을 함유한 투명한 연질캡슐,20666
20666,제조일로부터 24개월,(주)유유헬스케어,크린365,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 갈색의 과립",20667
20667,제조일로부터 20개월,극동에치팜(주),크린센스골드식이섬유,,,,20150522,2.00E+11,연한 미갈색의 오렌지향이 나는 과립제,20668
20668,제조일로부터 24개월,(주)뉴팜,크린식이섬유,,,,20150522,2.00E+13,"이미,이취가없는 연갈색의 분말",20669
20669,제조일로부터 24개월까지,(주)한국씨엔에스팜,크린체,,,,20150522,2.00E+14,백색의 원형 제피정제,20670
20670,제조일로부터 24개월,(주)오투바이오,크림스프맛 난소화성말토덱스트린,,,,20151123,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 백색의 분말",20671
20671,24개월,주식회사 노바렉스,큰나무쏘팔메토,,,,20150522,2.00E+13,갈색의 내용물을 함유한 갈색 연질 캡슐,20672
20672,24개월,한독화장품(주),클라라,,,,20151223,2.01E+11,"이미,이취가 없는 갈색의 환제",20673
20673,제조일로부터 24개월,코스맥스엔비티(주),클라라 EPA· DHA 라파,,,,20180410,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 황갈색~갈색의 내용물을 함유한 진한 갈색의 연질 캡슐",20674
20674,24개월,한독화장품(주),클라라 쾌변데이,,,,20150522,2.01E+11,"미황색의 환제로서 이미, 이취가 없어야 한다.",20675
20675,제조일로부터 24개월까지,주식회사한미양행,클라리놀 다이어트 CLA,,,,20150522,2.00E+13,"연노랑색의 유상내용물을 함유한 투명한 연질캡슐제품으로 이미, 이취가 없음.",20676
20676,제조일로부터 24개월까지,주식회사한미양행,클라리놀 다이어트CLA,,,,20150522,2.00E+13,"연노랑색의 내용물을 함유한 투명의 연질캡슐제품으로 이미, 이취가 없다.",20677
20677,2년,주식회사 노바렉스,클레오파트라 포우먼 NAG,,,,20150522,2.00E+13,점박이 있는 흰색의 백색코팅정제,20678
20678,제조일로부터24개월,코스맥스엔비티(주),클렌즈,,,,20150522,2.01E+13,"이미, 이취가 없고 고유의 향미가 있는 연한 녹연두색의 코팅정제",20679
20679,제조일부터 18개월,(주)서흥 오창공장,클렌즈 톡 cleanse talk,,,,20190117,2.01E+13,연한 황갈색의 액상,20680
20680,제조일로부터24개월까지,코스맥스엔비티(주),클렌징퓨어,,,,20150522,2.01E+12,미황색의 내용물이 든 투명의 경질 캅셀제,20681
20681,제조일로부터 24개월,(주)뉴트롬,클로-디티엑스 I,,,,20170302,2.02E+12,"이미, 이취가 없고 고유한 향미가 있는 어두운 회녹색의 분말을 함유한 투명 경질캡슐",20682
20682,제조일로부터 2년,주식회사한미양행,클로렐라,,,,20150522,2.00E+12,녹색의 정제,20683
20683,제조일로부터 24개월,주식회사 다움,클로렐라,,,,20170126,2.00E+12,"이미, 이취가 없는  녹색의 정제",20684
20684,24개월,안국건강(주),클로렐라,,,,20151123,2.01E+12,녹색의 원형 정제,20685
20685,제조일로부터 2년,(주)서흥,클로렐라,,,,20150522,2.00E+13,암녹색의 씹어먹는 정제,20686
20686,제조일로부터 2년,태웅식품(주),클로렐라,,,,20150522,2.00E+12,연녹색의 둥근형태의 정제,20687
20687,제조일로부터 2년,동성제약(주),클로렐라,,,,20150522,2.00E+11,진한 녹색의 정제,20688
20688,제조일로부터 24개월,엠에스바이오텍(주),클로렐라,,,,20150522,2.00E+13,녹색원형의 정제,20689
20689,제조일로부터 24개월,(주)한국씨엔에스팜,클로렐라,,,,20150522,2.00E+13,녹색의 장방형 정제,20690
20690,24개월,(주)오투바이오,클로렐라,,,,20160620,2.01E+12,"이미, 이취가 없고 고유의 향미가 있는 녹색의 과립분말",20691
20691,제조일로부터 2년,콜마비앤에이치(주)푸디팜사업부문,클로렐라 100,,,,20150522,2.01E+13,녹색의 원형 정제,20692
20692,제조일로부터 24개월,극동에치팜(주),클로렐라 골드,,,,20150522,2.00E+13,"초록색 빛을 띄는 정제로 이미, 이취가 없음",20693
20693,제조일로부터 2년까지,주식회사 다움,클로렐라 록,,,,20150522,2.00E+12,"녹색의 원형 정제로 이미, 이취가 없음",20694
20694,제조일로부터 24개월,코스맥스엔비티(주),클로렐라 루미넌트,,,,20150522,2.01E+13,초록색의 내용물을 함유한 초록색의 연질캡슐,20695
20695,제조일로부터 24개월,(주)서흥,클로렐라 밀크씨슬,,,,20150522,2.00E+13,회연두색의 장방형 제피정제,20696
20696,제조일로부터 24개월,(주)에스엘에스,클로렐라 바이탈 B 플러스,,,,20180821,2.00E+13,"녹색의 원형 정제로 이미, 이취가 없다.",20697
20697,제조일로부터 2년,주식회사 노바렉스,클로렐라 바이탈 B 플러스,,,,20170412,2.00E+14,진초록의 원형 정제,20698
20698,제조일로부터 24개월,콜마비앤에이치(주)푸디팜사업부문,클로렐라 바이탈 뷰티,,,,20170504,2.01E+14,검은 녹색의 원형 코팅정제,20699
20699,제조일로부터 2년,대상(주)군산공장,클로렐라 씨지에프+,,,,20190207,2.00E+12,녹황색의 정제,20700
20700,제조일로부터 2년,주식회사 노바렉스,클로렐라 아이테르너스,,,,20150522,2.00E+13,짙은 녹색의 코팅정제,20701
20701,24개월,주식회사 노바렉스,클로렐라 엑스퍼트 (chlorella expert),,,,20150522,2.00E+14,점박이가 있는 녹색의 장방형 제피정제,20702
20702,제조일로부터 24개월까지,주식회사한미양행,클로렐라 키즈,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 밝은 회연두색의 삼각형 정제",20703
20703,제조일로부터 2년,대상(주)군산공장,클로렐라 튜메릭+,,,,20190207,2.00E+12,녹색의 정제,20704
20704,24개월,디에이치팜(주),클로렐라 플레티넘,,,,20150610,2.00E+13,녹색의 정제,20705
20705,24개월,네이처퓨어코리아(주),클로렐라-100,,,,20150522,2.01E+12,"진녹색의 원형의 정제로 고유의 색택과 향미를 가지며 이미, 이취가 없어야 한다.",20706
20706,24개월,주식회사 노바렉스,클로렐라-100,,,,20150522,2.00E+13,진초록의 원형정제,20707
20707,제조일로부터 2년,주식회사한미양행,클로렐라100,,,,20150522,2.00E+12,녹색의 정제,20708
20708,24개월,코스맥스엔비티(주),클로렐라100,,,,20150522,2.01E+12,짙은 녹색의 원형 정제,20709
20709,제조일로부터 2년,에프엔바이오(주),클로렐라100,,,,20150522,2.00E+11,진녹색의 정제 제품,20710
20710,제조일로부터 2년,(주)유니쎌팜,클로렐라100,,,,20150522,2.00E+12,진녹색의 원형의 정제임,20711
20711,30개월,네이처퓨어코리아(주),클로렐라100(수출용),,,,20150522,2.01E+13,"진녹색의 원형의 정제로 고유의 색택과 향미를 가지며 이미, 이취가 없어야 한다.",20712
20712,24개월,네이처퓨어코리아(주),클로렐라1100 위드 아연,,,,20160218,2.01E+13,고유의 색택과 향미를 가진 진녹색 원형의 정제,20713
20713,24개월,네이처퓨어코리아(주),클로렐라700,,,,20150522,2.01E+13,"진녹색의 원형의 정제로 고유의 색택과 향미를 가지며 이미, 이취가 없어야 한다.",20714
20714,제조일로부터 2년.,코스맥스바이오(주),클로렐라골드,,,,20150522,2.00E+13,진녹색의 정제.,20715
20715,24개월,에프엔바이오(주),클로렐라멀티비타민키즈,,,,20150522,2.00E+13,"이미,이취가 없고 고유의 향미가 있는 연녹색의 코알라 모양의 정제",20716
20716,2년,주식회사 노바렉스,클로렐라밀크씨슬,,,,20150522,2.00E+13,황갈색반점이있는 녹색의 장방형 제피정제,20717
20717,제조일로부터 2년,에프엔바이오(주),클로렐라에프,,,,20150522,2.00E+11,진녹색의 정제 제품,20718
20718,제조일로부터 2년,에프엔바이오(주),클로렐라엔에스,,,,20150522,2.00E+12,진녹색의 정제 제품,20719
20719,제조일로부터24개월까지,엠에스바이오텍(주),클로렐라이(E)플러스,,,,20150522,2.00E+13,녹색의 원형정제로 이미 이취가 없다.,20720
20720,2년,에프엔바이오(주),클로렐라칼슘키즈,,,,20160328,2.00E+13,"이미,이취없고 고유의향미가 있는 녹색의 코알라 모양의 정제",20721
20721,제조일로부터 24개월,(주)서흥,클로렐라테아닌,,,,20150522,2.00E+13,어두운 회녹색의 장방형 제피정제,20722
20722,제조일로부터 2년,주식회사 노바렉스,클로렐라테아닌,,,,20150522,2.00E+13,녹색의 장방형 제피정제,20723
20723,제조일로부터 24개월,코스맥스엔비티(주),클로로 파워,,,,20150522,2.01E+13,"이미 이취가 없고, 고유의 향미가 있는 녹색 분말의 내용물을 함유한 투명한 경질캡슐",20724
20724,제조일로부터 24개월,유니시티글로벌매뉴팩쳐링(유),클로로파워,,,,20171013,2.02E+12,"이미,이취가 없고 고유의 향미가 있는 녹색의 내용물을 함유한 투명한 경질캡슐",20725
20725,제조일로부터 24개월,(주)비오팜,클로리라,,,,20190423,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 녹색의 제피정제",20726
20726,제조일로부터 2년,주식회사 노바렉스2공장,클리마젠,,,,20170307,2.01E+13,(이소플라본+비타민D3정제) 점박이가 있는 회황색 장방형의 밝은주황색 제피정제 (나이아신+비타민B6정제) 백색 장방형의 백색 제피정제 (비타민B6정제) 점박이가 있는 회황색 장방형의 회갈색 제피정제 (코엔자임Q10연질캡슐) 주황색의 내용물을 함유한 암갈색의 연질 캡슐,20727
20727,제조일로부터 2년,주식회사 노바렉스,클리어 오메가-3,,,,20150522,2.00E+13,연한노란색의 내용물을 함유한 투명 연질캡슐,20728
20728,제조일로부터 24개월,(주)비오팜,클리어 퍼펙트컷,,,,20170228,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 연한 황갈색의 제피정제",20729
20729,제조일로부터 2년.,코스맥스바이오(주),클리어리프트,,,,20150522,2.00E+14,분홍색의 정제.,20730
20730,제조일로부터 24개월,(주)HK바이오텍,클리어아이 루테인,,,,20150522,2.00E+12,갈색의 타원형 연질캡슐,20731
20731,제조일로부터 24개월,콜마비앤에이치(주)푸디팜사업부문,클리얼리,,,,20190122,2.01E+14,"이미, 이취가 없고 고유의 향미가 있으며 적색의 내용물이 든 검정색의 연질캡슐",20732
20732,제조일로부터 24개월,코스맥스엔비티(주),클린 데일리서포트,,,,20190326,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 붉은 점박이의 회황색 분말을 함유한 투명 경질캡슐",20733
20733,제조일로부터18개월,코스맥스엔비티(주),클린 바디(D)-톡 칼로리컷,,,,20180530,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 흐린 노란색의 젤리",20734
20734,24개월,(주)나라엔텍,클린 식이섬유,,,,20150522,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 황갈색의 과립",20735
20735,24개월,(주)뉴트롬,클린 씨 2000,,,,20150522,2.02E+11,백색분말을 함유한 흰색 경질캡슐,20736
20736,제조일로부터 24개월,코스맥스엔비티(주),클린 알로에미라클,,,,20190326,2.01E+14,"이미, 이취가 없고 고유의 향미가 있는 연한 갈색의 분말을 함유한 투명 경질캡슐",20737
20737,제조일로부터 18개월까지,(주)허브큐어,클린 업(Up) 다이어트,,,,20181017,2.00E+13,"이미, 이취가 없고 고유의 향미가 있는 불규칙한 점박이를 포함한 연한 노랑 분홍색의 분말",20738
