,index,REGIST_DT,PRDUCT,PRSRV_PD,MAIN_FNCTN,SUNGSANG,INTAKE_HINT1,SRV_USE,STTEMNT_NO,DISTB_PD,BASE_STANDARD,ENTRPS,STDR_STND
173,174,20170425,2455다이어트,직사광선을 피하여 서늘하고 건조한 곳에 보관,"①탄수화물이 지방으로 합성되는 것을 억제하여 체지방 감소에 도움을 줌

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요

①탄수화물과 에너지 대사에 필요

①체내 에너지 생성에 필요

①체내 에너지 생성에 필요

①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요",미황색의 코팅정제,"① 제품을 개봉할 때 또는 섭취시 포장재에 의해 상처를 입을 수 있으니 주의 하십시오.
② 유통기한이 경과된 제품은 섭취하지 마십시오.
③ 어린이, 임산부 및 수유부는 섭취를 피할 것 
④ 간·신장·심장질환, 알레르기 및 천식이 있거나 의약품 복용시 전문가와 상담할 것
⑤ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것","1일 2회, 1회 1정씩 또는 1일 1회, 1회 2정씩을 음용수와 함께섭취",20040020020536,제조일로부터 24개월,"①성상 : 미황색의 코팅정제
②대장균군 : 음성
③비오틴 : 55㎍/2,000mg   표시량의 80~180%
④비타민 B1 : 1.2mg/2,000mg  표시량의 80~180%
⑤비타민 B2 : 1.2 mg /2,000mg  표시량의 80~180%
⑥나이아신 : 15 mgNE /2,000mg  표시량의 80~150%
⑦판토텐산 : 5 mg /2,000mg  표시량의 80~180%
⑧총(-)-Hydroxycitricacid : 750mg /2,000mg  표시량의 80~120%
⑨납 : 1.0mg /kg이하
⑩카드뮴 : 0.5mg /kg이하
⑪총수은 : 0.4mg /kg이하
⑫총비소 : 1.0mg /kg이하
⑬붕해도 : 60분 이하",엠에스바이오텍(주),
174,175,20150609,24와일드다이어트,"① 직사광선, 고온, 습기를 피하여 서늘한 곳에 보관하십시오.
② 영유아와 어린이의 손에 닿지 않는 곳에 보관하십시오.","[녹차추출물 제품]1. 항산화에 도움을 줄 수 있음 2.체지방 감소에 도움을 줄 수 있음3. 혈중 콜레스테롤 개손에 도움을 줄 수 있음
[비타민B1]①탄수화물과 에너지 대사에 필요
[비타민B2]①체내 에너지 생성에 필요
[비타민C]①결합조직 형성과 기능유지에 필요②철의 흡수에 필요③유해산소로부터 세포를 보호하는데 필요
[판토텐산]①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요","노란색 및 녹색 장방형 코팅 정제로 이미, 이취가 없다.","[녹차추출물 제품]카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음
① 과량섭취시 부작용이 있을 수 있음.
② 특정원료에 알레르기가 있거나 질병치료 약물투여중인 분은 섭취 전 전문가와 상의하십시오.
③ 유통기한이 경과된 제품은 섭취하지 마십시오.","1일 2회, 1회 1정을 충분한 물과 함께 섭취하십시오. (오전(낮)-녹색 1정, 오후(밤)-노란색 1정)",20100019004431,24개월,"1. 성   상   :  노란색 및 녹색 장방형 코팅 정제로 이미, 이취가 없다.
2. 대장균군  :  음 성
3. 붕 해 도  :  60분 이내(제피)
4. 카 테 킨  :  표시량(300.00mg/1,900mg)의 80~120%
5. 비타민C   :  표시량(50.00mg/1,900mg)의 80~150%
6. 비타민B1  :  표시량(0.36mg/1,900mg)의 80~180%
7. 비타민B2  :  표시량(0.42mg/1,900mg)의 80~150%
8. 판토텐산  :  표시량(1.50mg/1,900mg)의 80~180%
9.카페인(mg/kg)  :  50,000 이하
10.초산에틸(mg/kg)  :  50.0 이하",네이처퓨어코리아(주),
175,176,20151211,24초,직사광선을 피하여 서늘하고 건조한 곳에 보관,1. 항산화에 도움을 줄 수 있음 2.체지방 감소에 도움을 줄 수 있음3. 혈중 콜레스테롤 개손에 도움을 줄 수 있음,황갈색의 분말이 들어있는 식물성캅셀,"카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음","1일 2회, 1회 2캡슐씩 음용수와 함께 섭취",20040020020446,제조일로부터 24개월,"붕해시험 : 20분 이내
대장균군 : 음성
성상 : 황갈색의 분말이 들어있는 식물성 캅셀
카페인 : 50000 이하(mg/kg)
카테킨(표시량 : 300mg/2000mg) : 80%이상~120%이하",엠에스바이오텍(주),
176,177,20161221,28탁,① 직사광선을 받지 아니하는 서늘한 곳에 보관하십시오.② 어린이의 손이 닿지 않는 곳에 보관하십시오.,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요","이미, 이취가 없고 고유의 향미가 있는 연한 갈색의 분말","①알레르기 체질이신 경우 원료성분을 확인 후 섭취하십시오.
②개인의 신체 상태에 따라 이상 증상이 생길 경우 섭취를 중단하십시오.","1일 1회, 1회 1포를 물과 함께 섭취하십시오.",20040017021647,제조일로부터 24개월,"①성상 : 이미, 이취가 없고 고유의 향미가 있는 연한 갈색의 분말
②칼슘 : 표시량(210mg/2,500mg)의 80 ~ 150%
③비타민D : 표시량(5㎍/2,500mg)의 80 ~ 180%
④아연 : 표시량(5.1mg/2,500mg)의 80 ~ 150%
⑤대장균군 : 음성",(주)비오팜,
177,178,20161221,28탁티(T),① 직사광선을 받지 않는 서늘한 곳에 보관하십시오.② 어린이의 손이 닿지 않는 곳에 보관하십시오.,"[칼슘]①뼈와 치아 형성에 필요②신경과 근육 기능 유지에 필요③정상적인 혈액응고에 필요④골다공증발생 위험 감소에 도움을 줌

[비타민D]①칼슘과 인이 흡수되고 이용되는데 필요②뼈의 형성과 유지에 필요③골다공증발생 위험 감소에 도움을 줌

[아연]①정상적인 면역기능에 필요②정상적인 세포분열에 필요","이미, 이취가 없고 고유의 향미가 있는 회갈색의 제피정제","- 알레르기 체질이신 경우 성분을 확인 하신 후 섭취하여 주시기 바랍니다.
- 섭취 전 제품에 이상이 있는 경우 섭취하지 마십시오.","1일 2회, 1회 1정을 물과 함께 섭취하십시오.",20040017021648,제조일로부터 24개월,"①성상 : 이미, 이취가 없고 고유의 향미가 있는 회갈색의 제피정제
②칼슘 : 표시량(210mg/1,500mg)의 80 ~ 150% 
③비타민D : 표시량(5㎍/1,500mg)의 80 ~ 180%
④아연 : 표시량(5.1mg/1,500mg)의 80 ~ 150%
⑤대장균군 : 음성
⑥붕해시험 : 60분 이내",(주)비오팜,
178,179,20150522,2종 혼합유산균-11,"1)밀봉하여 냉장 보관(10℃ 이하)
2)제품은 유통 중 포장의 파손에 주의","유익한 유산균 증식, 유해균 억제 또는 배변활동 원활에 도움을 줄 수 있음.
유익한 유산균 증식, 유해균 억제 또는 배변활동 원활에 도움을 줄 수 있음.","미황색의 분말로서 고유의 향미를 지니고 이미, 이취가 없어야 한다",원료성 제품이므로 최종제품의 섭취량 및 섭취방법을 확인하여 섭취.,건강기능식품 원료로 사용,2009001504727,18개월,"1)성상:고유의 색택과 향미를 가지며 이미,이취가 없어야 함 
2)프로바이오틱스 수: 100,000,000,000 cfu/g 이상   
3)대장균군: 음성",(주)레인보우바이오테크,
179,180,20150522,3-스텝 활성 유산균,"① 직사광선을 피해 서늘한 곳에 보관 유통하십시오
② 제품 개봉 후에는 흡습되지 않게 밀봉하여 보관하십시오",[프로바이오틱스 제품]①유산균 증식 및 유해균 억제에 도움을 줄 수 있음 ②배변활동 원활에 도움을 줄 수 있음,노란 하얀색 분말을 함유한 백색의 경질캡슐,"① 임산부, 수유부는 섭취에 주의하십시오.
② 특정 성분에 알레르기가 있으신 분은 원료명을 확인 후 섭취하십시오.
③ 개봉 또는 섭취 시 포장재에 의해 상처를 입을 수 있으니 주의하시기 바랍니다.","1일 1회, 1회 1캡슐(0.4 g)을 충분한 물과 함께 섭취하십시오.",200400200061051,제조일부터 18개월,"① 성상 : 노란 하얀색 분말을 함유한 백색의 경질캡슐
② 프로바이오틱스 수 : 표시량(543,000,000 CFU/0.4 g) 이상
③ 대장균군 : 음성 
④ 붕해 : 20분 이내",(주)서흥,
180,181,20150522,3-콤보,"수분, 열에 의해 품질에 영향을 받을 수 있으므로 직사광선을 피해 서늘한 곳에 보관하십시오.
어린이 손에 닿지 않는 곳에 보관하십시오.","[나토균배양분말]혈압이 높은 사람에게 도움을 줄 수 있음(생리활성기능 2등급)
[은행잎 추출물]기억력 개선에 도움을 줄 수 있음.
혈행 개선에 도움을 줄 수 있음",연갈색의 제피정제,"[나토균배양분말]대두에 알레르기를 나타내는 사람은 섭취에 주의 임산부,수유부 섭취에 주의 의약품(혈액항응고제) 복용시 섭취에 주의 수술 전 후 섭취에 주의
[은행잎 추출물]① 어린이, 임산부와 수유부는 섭취에 주의하시기 바랍니다. ② 수술 전후에는 섭취에 주의하시기 바랍니다. ③ 의약품(항응고제) 복용시 섭취에 주의하시기 바랍니다. ④ 질환자의 경우 섭취 전에 의사와 상담하여 주시기 바랍니다.
섭취 시 목에 걸리거나 불편할 수 있으므로 반드시 물과 함께 섭취하십시오. 
섭취 시 위장장애, 소화불량의 증상이 있을 경우 섭취를 중단하십시오. 
개인의 신체 상태에 따라 이상 증상이 생길 경우 섭취를 중단하십시오. 
섭취 전 제품에 이상이 있는 경우 섭취를 금하십시오.
특정 원료 성분에 알레르기 체질은 원료 성분을 확인 후 섭취하십시오.","1일 1회, 1회 2정을 충분한 물과 함께 섭취하십시오.
1일 2회, 1회 1정을 충분한 물과 함께 섭취하십시오.",200400200021213,제조일로부터 2년,"① 성상 : 고유의 색택과 향미를 가지고 이미, 이취가 없어야 한다.
② 플라보놀배당체 함량(mg/1000mg) : 표시량(28.8)의 80%~120%
③ 피브린용해효소활성 함량(FU/1000mg) : 표시량(2000)의 80%~120%
④ 총비소(mg/kg) : 1.0 이하
⑤ 총수은(mg/kg) : 0.5 이하
⑥ 카드뮴(mg/kg) : 0.5 이하
⑦ 납(mg/kg) : 1.0 이하
⑧ 깅콜릭산(mg/kg) : 5.0 이하
⑨ 총아플라톡신(ug/kg) : 10.0 이하
⑩ 대장균군 : 음성
⑪ 붕해시험 : 적합",코스맥스바이오(주),
181,182,20150522,333 프로그램 홍삼정차,직사광선을 피하여 서늘한 곳에 보관,[홍삼제품]①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,"갈색의 과립으로 이미, 이취가 없음","1일 3회, 1회 1포(3g)씩 냉온수에 타서 복용
알러지 등 특이체질이신분은 제품성분을 확인 후 섭취하십시오.
의약품(당뇨치료제, 혈액응고제) 섭취에 주의하십시오.
직사광선을 피하고 서늘한 곳에 보관하십시오.","1일 3회, 1회 1포",2004001510459,24개월,"(1) 성상 : 갈색의 과립으로 가지며 이미,이취가 없어야 함
(2) 진세노사이드 Rb1, Rg1, Rg3의 합 : 20mg/9g
(3) 대장군균 : 음성
(4) 붕해도: 30분",주식회사 네추럴웨이,
182,183,20160426,333프로그램 홍삼정골드,"직사광선을 피하고 건, 냉, 암소에 보관하십시오.",①면역력 증진에 도움을 줄 수 있음②피로개선에 도움을 줄 수 있음③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,암갈색의 점조상 액상형태,"의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의","1일 3회, 1회 1g씩 직접 섭취 또는 냉온수에 꿀이나 기타 감미로를 넣어 음용.",2004001511964,36개월,"1. 성상: 고유의 색택과 향미를 가지며, 이미 이취가 없어야 한다.
2. 진세노사이드 Rg1,Rb1,Rg3 의 합: 표시량(6mg/g)의 80%이상
3. 대장균군: 음성
4. 세균수: 1ml당 3,000이하",개성인삼농협,
183,184,20150522,333홍삼정,직사광선을 피하여 서늘한 곳에 보관.,[홍삼제품]①면역력 증진②피로개선③혈소판 응집 억제를 통한 혈액흐름에 도움을 줄 수 있음④기억력 개선에 도움을 줄 수 있음⑤항산화에 도움을 줄 수 있음,흑갈색의 액상,"[홍삼제품]의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의
-15세 이하는 위 섭취량의 절반정도를 섭취하십시오.
-특이체질 및 알레르기 체질의 경우 성분을 확인하신 후 섭취하십시오.","성인 1일 1회, 1회 1포(10mL)씩 섭취하십시오.",2004002002510,24개월,"1) 성상 : 흑갈색의 액상
2) 진세노사이드 Rg1,Rb1 및 Rg3의 합
-최종제품 : 표시량(15.0mg/10mL)의 80% 이상
3) 세균수 : 1mL당 100이하
4) 대장균군 : 음성",(주)휴럼,
184,185,20170414,35베리삼환프리미엄(전량수출용),"직사광선을 피하여 서늘한 곳에 보관하시고, 어린이의 손에 닿지 않는 곳에 보관하십시오. 개봉 후 속마개는 버리고 뚜껑을 닫아 보관하십시오",①면역력 증진·피로개선·혈소판 응집억제를 통한 혈액흐름·기억력 개선·항산화에 도움을 줄 수 있음,"이미, 이취가 없고 고유의 향미가 있는 갈색의 환","의약품(당뇨치료제, 혈액항응고제) 복용 시 섭취에 주의","1일 2회, 1회 3g을 물과 함께 섭취하십시오.",20040020041232,제조일로부터24개월까지,"1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 갈색의 환
2) 진세노사이드 Rg1, Rb1의 합 : 표시량(6mg/12g)의 80%이상
3) 붕해시험 : 120분이내
4) 대장균군 : 음성",노비스바이오(주),
185,186,20150522,36.5 다이어트,직사광선을 피하고 서늘한 곳에 보관 및 유통,[녹차추출물 제품]①항산화에 도움을 줄 수 있음 ②체지방 감소에 도움을 줄 수 있음,연갈색의 정제품,"[녹차추출물 제품]카페인이 함유되어 있어 초조감, 불면 등을 나타낼 수 있음
특이 체질 등 알러지 체질의 경우 성분을 확인한 후 섭취","1일 3회, 1회 4정을 식사 후 충분한 물과 함께",2004002004334,24개월,"(1) 성상 : 고유의 색택과 향미를 가지며 이미,이취가 없어야 함
(2) 카테킨 : 표시량(100mg/2000mg)의 80~120%
(3) 카페인(mg/kg) : 50,000이하
(4) 대장균군 : 음성
    (5) 붕해도 : 30분 이내",(주)양생당,
186,187,20171027,365 골드라이프 프로바이오틱스,"습기가 적고 직사광선을 받지 않는 실온에 보관하시고, 어린이 손에 닿지 않도록 주의하십시오.","1) 프로바이오틱스 - 유산균 증식 및 유해균 억제·배변활동 원활에 도움을 줄 수 있음
2) 아연 - 정상적인 면역기능에 필요, 정상적인 세포분열에 필요","이미, 이취가 없고 고유의 향미가 있는 미황색 분말의 내용물을 함유한 투명 경질캡슐","특이체질, 알레르기 체질의 경우에는 간혹 개인에 따라 과민반응을 나타낼 수 있으므로 원료를 확인한 후 섭취하십시오. 
유통기한이 경과된 제품은 섭취하지 마십시오. 
용기 안의 방습제는 섭취하지 마십시오.","1일 1회, 1회 2캡슐을 물과 함께 섭취하십시오.",200600200031187,제조일로부터 18개월,"1. 성상 : 이미, 이취가 없고 고유의 향미가 있는 미황색 분말의 내용물을 함유한 투명 경질캡슐
2. 프로바이오틱스수 : 표시량(1*10^9 CFU/900mg) 이상
3. 아연 : 표시량(2.55mg/900mg) 80~150%
4. 붕해시험 : 20분 이내
5. 대장균군 : 음성",콜마비앤에이치(주)푸디팜사업부문,
187,188,20170131,365 눈 건강 루테인,"직사광선을 받지 아니하는 서늘한 곳에서 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다.","[루테인]노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줌
[비타민A]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요
[비타민E]①유해산소로부터 세포를 보호하는데 필요
[베타카로틴]①어두운 곳에서 시각 적응을 위해 필요②피부와 점막을 형성하고 기능을 유지하는데 필요③상피세포의 성장과 발달에 필요","이미, 이취가 없고 고유의 향미가 있는 적색의 내용물을 함유한 검정색의 연질캡슐","과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있음
특정성분에 알레르기 체질을 가지신 분은 섭취 전 제품의 성분을 확인 후 섭취하시기 바랍니다.","1일 1회, 1회 1캡슐을 물과 함께 섭취하십시오.",20040017016288,24개월,"1) 성상 : 이미, 이취가 없고 고유의 향미가 있는 적색의 내용물을 함유한 검정색의 연질캡슐
2) 루테인 : 표시량(20 mg / 400 mg)의 80 ~ 120% 
3) 비타민A : 표시량(700 ㎍RE / 400 mg)의 80 ~ 150% 
4) 비타민E : 표시량(3.5 mgα-TE / 400 mg)의 80 ~ 150%
5) 베타카로틴 : 표시량(1.8 mg / 400 mg)의 80 ~ 150% 
6) 헥산(mg/kg) : 5.0 이하
7) 납(mg/kg) : 1.0 이하
8) 카드뮴(mg/kg) : 1.0 이하
9) 총수은(mg/kg) : 1.0 이하
10) 총비소(mg/kg) : 1.0 이하
11) 대장균군 : 음성
12) 붕해 : 적합(20분 이내)",주식회사 바이오에비뉴,
